time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-29 00:00:00+00:00,26,11,0,0
2026-04-30 00:00:00+00:00,31,9,0,0
2026-05-01 00:00:00+00:00,57,19,0,0
2026-05-02 00:00:00+00:00,32,9,0,0
2026-05-03 00:00:00+00:00,27,10,0,0
2026-05-04 00:00:00+00:00,45,12,0,0
2026-05-05 00:00:00+00:00,38,9,0,0
2026-05-06 00:00:00+00:00,26,8,0,0
2026-05-07 00:00:00+00:00,24,9,0,0
2026-05-08 00:00:00+00:00,22,10,0,0
2026-05-09 00:00:00+00:00,12,6,0,0
2026-05-10 00:00:00+00:00,34,13,0,0
2026-05-11 00:00:00+00:00,3,3,0,0
2026-05-12 00:00:00+00:00,9,4,0,0
